Type,Price,SalePrice
MM,2.09,2.09
MM,1.69,1.49
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.18,1.38
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.19
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.13,1.59
MM,2.13,1.59
MM,1.69,1.69
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,1.69,1.49
MM,1.99,1.59
MM,2.18,2.18
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,1.78
MM,2.18,2.18
MM,2.18,2.12
MM,2.18,2.12
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,1.78
MM,1.79,1.79
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.12
MM,2.09,1.69
MM,2.09,2.09
MM,1.79,1.79
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,2.29
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.12
MM,2.18,1.38
MM,2.09,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,2.09,2.09
MM,1.99,1.69
MM,1.99,1.69
MM,2.09,2.09
MM,2.23,2.23
MM,2.18,2.18
MM,2.18,1.58
MM,2.18,2.18
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.12
MM,2.18,2.12
MM,2.18,1.38
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,1.89
MM,2.09,2.09
MM,2.09,1.69
MM,2.09,1.69
MM,1.69,1.49
MM,1.69,1.49
MM,2.09,2.09
MM,1.99,1.89
MM,2.09,2.09
MM,2.13,2.13
MM,1.99,1.59
MM,1.99,1.89
MM,1.69,1.49
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,1.89
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,1.79,1.79
MM,2.09,1.69
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,1.59
MM,2.18,2.18
MM,2.13,1.89
MM,2.23,2.23
MM,2.09,2.09
MM,1.99,1.59
MM,2.29,2.29
MM,2.18,2.18
MM,2.13,2.13
MM,2.18,2.18
MM,1.99,1.79
MM,2.18,1.38
MM,2.13,1.59
MM,1.69,1.69
MM,1.99,1.99
MM,2.18,2.18
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.69
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,1.48
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,1.69,1.69
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,2.09,2.09
MM,2.09,2.09
MM,1.99,1.69
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,2.09,1.69
MM,2.18,2.12
MM,2.13,1.59
MM,2.18,1.38
MM,2.13,1.59
MM,2.13,1.59
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.19
MM,2.18,2.18
MM,2.13,1.89
MM,1.79,1.79
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.09,1.89
MM,2.29,1.89
MM,2.18,2.18
MM,2.29,2.29
MM,2.09,2.09
MM,2.09,2.09
MM,1.69,1.69
MM,1.99,1.99
MM,2.23,2.23
MM,2.09,1.69
MM,2.09,2.09
MM,2.13,2.13
MM,2.13,2.13
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,2.13
MM,1.99,1.59
MM,1.99,1.19
MM,2.29,1.89
MM,1.99,1.99
MM,1.99,1.89
MM,2.13,1.39
MM,1.99,1.19
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,1.99,1.99
MM,1.99,1.89
MM,2.13,1.39
MM,1.99,1.59
MM,2.18,2.18
MM,2.09,2.09
MM,2.18,1.58
MM,2.18,2.18
MM,2.13,2.13
MM,2.18,1.78
MM,2.18,2.18
MM,2.09,1.69
MM,2.18,2.12
MM,2.13,1.59
MM,2.13,1.59
MM,2.18,1.38
MM,2.09,1.69
MM,2.09,2.09
MM,1.79,1.79
MM,1.69,1.69
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,2.13,1.59
MM,2.18,1.38
MM,2.13,1.59
MM,2.13,2.13
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.09,2.09
MM,2.09,2.09
MM,1.99,1.99
MM,1.99,1.99
MM,2.23,2.23
MM,1.99,1.69
MM,2.23,2.23
MM,1.99,1.69
MM,2.23,2.23
MM,2.23,2.23
MM,2.09,2.09
MM,1.69,1.69
MM,2.18,1.58
MM,2.18,1.78
MM,2.18,1.38
MM,2.13,1.59
MM,1.79,1.79
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,2.29
MM,2.29,2.29
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,2.09
MM,1.69,1.69
MM,2.18,2.18
MM,2.18,1.78
MM,2.18,1.38
MM,1.99,1.69
MM,2.13,2.13
MM,1.99,1.59
MM,1.99,1.59
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,2.09
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.59
MM,2.09,2.09
MM,1.99,1.69
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,2.09,2.09
MM,2.18,2.18
MM,2.13,1.59
MM,2.13,1.59
MM,2.18,2.18
MM,2.13,1.59
MM,1.79,1.79
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.69
MM,1.99,1.69
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.13,1.39
MM,2.13,2.13
MM,1.99,1.59
MM,2.13,2.13
MM,2.09,2.09
MM,2.13,2.13
MM,1.79,1.79
MM,2.09,2.09
MM,2.13,2.13
MM,1.79,1.79
MM,1.99,1.59
MM,2.13,2.13
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.29,2.29
MM,2.29,2.29
MM,2.09,2.09
MM,1.99,1.99
MM,2.09,2.09
MM,2.13,2.13
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,1.69,1.49
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,1.89
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,1.99,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.09,2.09
MM,1.99,1.59
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,1.99,1.59
MM,1.99,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.59
MM,2.13,1.59
MM,1.99,1.69
MM,2.18,2.18
MM,2.18,1.48
MM,2.23,2.23
MM,2.13,1.59
MM,1.99,1.69
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.18,1.58
MM,2.09,2.09
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,2.23,2.23
MM,1.99,1.69
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,1.48
MM,2.18,2.18
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.12
MM,2.18,2.12
MM,2.09,2.09
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,1.69,1.69
MM,1.99,1.19
MM,2.18,2.18
MM,2.18,1.78
MM,2.18,2.18
MM,2.29,2.29
MM,1.99,1.79
MM,1.99,1.89
MM,1.99,1.79
MM,1.99,1.79
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.39
MM,2.13,1.39
MM,2.13,2.13
MM,1.99,1.59
MM,2.09,2.09
MM,2.23,2.23
MM,2.09,1.89
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,2.13
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,2.29
MM,2.29,2.29
MM,2.29,2.29
MM,2.29,1.89
MM,2.29,2.29
MM,2.29,2.29
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.39
MM,2.09,1.69
MM,2.09,1.69
MM,2.09,1.69
MM,1.69,1.49
MM,1.99,1.69
MM,2.09,2.09
MM,1.79,1.79
MM,2.23,2.23
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,2.29
MM,2.29,2.29
MM,2.29,2.29
MM,2.09,1.69
MM,2.09,1.69
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,1.99,1.59
MM,1.69,1.69
MM,1.69,1.49
MM,2.09,2.09
MM,1.99,1.99
MM,1.99,1.89
MM,1.99,1.69
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,1.78
MM,1.99,1.99
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,1.48
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,1.99,1.59
MM,2.18,1.78
MM,1.99,1.79
MM,2.18,2.18
MM,2.18,2.18
MM,1.99,1.99
MM,2.09,2.09
MM,2.09,2.09
MM,1.79,1.79
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.69
MM,2.13,1.59
MM,2.18,1.38
MM,2.23,2.23
MM,2.18,1.78
MM,1.99,1.99
MM,2.18,2.18
MM,1.99,1.79
MM,1.99,1.59
MM,1.99,1.59
MM,2.13,1.39
MM,2.09,1.89
MM,2.13,1.59
MM,2.13,2.13
MM,2.09,2.09
MM,2.23,2.23
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.18,2.18
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,2.13,1.59
MM,2.13,2.13
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,2.09,2.09
MM,2.23,2.23
MM,2.09,2.09
MM,2.09,1.69
MM,1.69,1.69
MM,2.09,2.09
MM,2.23,2.23
MM,2.23,2.23
MM,1.79,1.79
MM,2.23,2.23
MM,1.99,1.19
MM,2.18,1.58
MM,1.99,1.79
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.12
MM,2.13,1.59
MM,2.18,1.38
MM,2.18,1.38
MM,2.18,1.38
MM,2.18,1.38
MM,1.99,1.59
MM,2.13,2.13
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,2.09,2.09
MM,1.99,1.69
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,1.99,1.79
MM,2.13,1.59
MM,1.99,1.59
MM,2.18,2.18
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,2.13,1.59
MM,2.13,1.59
MM,2.23,2.23
MM,2.23,2.23
MM,2.29,2.29
MM,2.29,2.29
MM,2.29,2.29
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.69
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.59
MM,2.13,2.13
MM,2.13,2.13
MM,2.18,2.18
MM,2.13,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.59
MM,2.13,1.59
MM,2.13,2.13
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.99
MM,2.09,2.09
MM,2.18,2.18
MM,2.13,1.39
MM,2.18,2.18
MM,1.99,1.99
MM,2.18,2.12
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,2.13
MM,2.18,2.18
MM,2.13,2.13
MM,2.18,2.18
MM,2.18,2.12
MM,2.13,1.59
MM,2.13,1.59
MM,1.79,1.79
MM,1.79,1.79
MM,1.79,1.79
MM,2.09,2.09
MM,2.09,2.09
MM,2.23,2.23
MM,1.79,1.79
MM,2.23,2.23
MM,2.09,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.29,2.29
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.09,2.09
MM,2.18,1.58
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,2.18
MM,2.18,1.78
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.09,1.69
MM,2.09,1.69
MM,2.18,1.38
MM,2.18,2.18
MM,2.18,2.18
MM,1.99,1.99
MM,1.69,1.69
MM,1.69,1.69
MM,1.69,1.49
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.69
MM,1.99,1.69
MM,1.99,1.69
MM,1.99,1.69
MM,1.99,1.19
MM,2.09,2.09
MM,2.09,2.09
MM,2.13,1.39
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,1.99,1.59
MM,2.18,2.18
MM,1.99,1.59
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,1.39
MM,2.13,1.59
MM,2.09,2.09
MM,2.09,1.69
MM,2.09,2.09
MM,2.18,1.38
MM,1.69,1.49
MM,2.23,2.23
MM,2.23,2.23
MM,2.18,2.18
MM,1.69,1.49
MM,1.99,1.99
MM,2.18,2.18
MM,2.13,1.59
MM,1.69,1.69
MM,2.18,2.18
MM,1.79,1.79
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.69
MM,2.09,1.69
MM,1.69,1.49
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,1.89
MM,2.09,2.09
MM,2.29,2.29
MM,2.18,2.18
MM,2.29,2.29
MM,2.13,1.89
MM,2.13,1.89
MM,1.99,1.79
MM,2.13,2.13
MM,2.13,2.13
MM,2.13,2.13
MM,2.09,2.09
MM,2.13,2.13
MM,2.09,1.69
MM,2.13,2.13
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.69
MM,1.99,1.69
MM,1.99,1.69
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.59
MM,2.09,2.09
MM,1.69,1.69
MM,1.69,1.69
MM,1.99,1.99
MM,1.99,1.59
MM,1.99,1.99
MM,1.99,1.99
MM,1.99,1.69
MM,2.09,1.89
MM,2.09,2.09
MM,2.09,2.09
MM,2.09,2.09
MM,2.18,2.18
MM,2.18,2.18
MM,2.13,1.89
MM,2.18,2.18
